Resume_ID,Job_ID,Score
0,113,0.23060846264950377
0,251,0.22505945278432293
0,402,0.22322078929352382
1,154,0.27261765612484884
1,106,0.2671551485553321
1,113,0.258101285744441
2,402,0.31340877289111435
2,399,0.2767084685939193
2,397,0.2748291997745245
3,852,0.25220559686756894
3,255,0.23425144326955755
3,587,0.22474613447750597
4,481,0.5069889241023756
4,399,0.48526833208167053
4,397,0.4712303491377318
5,849,0.2075199099859446
5,480,0.199288831131025
5,807,0.18113678529817367
6,399,0.30248365472949895
6,481,0.2928627187562513
6,396,0.28916376847763264
7,402,0.36955393040490436
7,396,0.3109718122247588
7,397,0.28135784821545873
8,481,0.33421325859688455
8,399,0.29539891790677025
8,397,0.2570482511633276
9,481,0.3621919485221074
9,399,0.3397691842978381
9,397,0.3362611060574335
10,396,0.28993668483783547
10,402,0.26249435454863707
10,397,0.2323411468761545
11,481,0.4052851969643517
11,399,0.3864279159405564
11,397,0.3538981041731544
12,812,0.2394646832726925
12,481,0.22899146796987124
12,587,0.2265867915156943
13,402,0.3566472293140543
13,397,0.35272070470204137
13,481,0.3205621288129547
14,396,0.33259281081115216
14,402,0.2806297905235923
14,397,0.271619997728839
15,197,0.24239730244854538
15,852,0.19798444140401555
15,181,0.18852800778844606
16,481,0.3627937264236932
16,397,0.32963033180404233
16,399,0.30308945678815985
17,402,0.33848904534331503
17,399,0.301066433545898
17,396,0.30065853373785595
18,402,0.2947264992702679
18,264,0.29472204841708993
18,481,0.2944965977085263
19,399,0.39956363275892365
19,481,0.39078591920567
19,397,0.35987875061552305
20,480,0.2253710617355665
20,807,0.18297784613315593
20,197,0.15629820885560194
21,264,0.3260601664174531
21,269,0.3097076888559525
21,265,0.29351026512829725
22,481,0.36343356214494493
22,399,0.34203219599225176
22,264,0.3259414843241522
23,396,0.37169271666745823
23,402,0.36006880213259884
23,397,0.3466720053748328
24,402,0.3769686298188731
24,396,0.3390294446807665
24,397,0.3182501112240013
25,397,0.2793210830206819
25,481,0.2745294536723339
25,399,0.26471087173470986
26,397,0.3020879483005821
26,399,0.3009350747164204
26,402,0.29289282694173724
27,396,0.32371260444838645
27,402,0.30562264295968716
27,397,0.2757833403885254
28,481,0.23820378520850335
28,397,0.20839079639921712
28,532,0.20816998582035837
29,475,0.16757643366206793
29,650,0.16386754782512336
29,849,0.15343126167748736
30,481,0.33989385614975803
30,397,0.322982120873892
30,399,0.3046118548059673
31,481,0.42389002026693573
31,397,0.4034061830639716
31,399,0.3978842301272434
32,399,0.3795030537085214
32,397,0.3233611530751406
32,396,0.31463012955451064
33,402,0.33715449130641884
33,397,0.3116589373091308
33,849,0.30545866443590686
34,402,0.21844036542279865
34,397,0.17335762672440444
34,396,0.1661524198888225
35,399,0.34759149401730965
35,397,0.34642397504706507
35,396,0.325926054458843
36,397,0.3107251134752263
36,399,0.30553315250729984
36,481,0.29356846504068507
37,481,0.3124920455232573
37,399,0.24723750563191207
37,396,0.22919272159131177
38,182,0.192059400400178
38,617,0.17684542401831477
38,481,0.16844162573642446
39,402,0.2919219652251061
39,397,0.24504647465110446
39,399,0.22358946812430858
40,399,0.27037904876817564
40,481,0.26999874724958284
40,397,0.23770806507390452
41,481,0.31464180536050934
41,402,0.2967153374123162
41,399,0.29518724829073495
42,397,0.35330709805369864
42,399,0.3473965342413796
42,481,0.33163315076300925
43,553,0.2415228874065645
43,807,0.2003873574950853
43,397,0.19923341314642093
44,402,0.22645773479126477
44,399,0.21892024404755542
44,401,0.19234113374728598
45,397,0.18027632288167222
45,399,0.1728359315739506
45,402,0.1654144075438055
46,481,0.3268815224332257
46,397,0.28995070780387644
46,402,0.27425669606893815
47,481,0.3107663983508451
47,397,0.2744222828791466
47,483,0.23693105962979114
48,397,0.3529837020695069
48,481,0.3262968339009844
48,483,0.2853410136307547
49,264,0.32346567690235395
49,396,0.31558952383762423
49,534,0.30749814791648183
50,402,0.2921761207176394
50,169,0.2676729391007359
50,397,0.1867752912202443
51,402,0.30600086552655287
51,396,0.2843217993093636
51,759,0.27183365974535717
52,402,0.3649121958878637
52,396,0.30054936265376586
52,397,0.2899618125514483
53,264,0.3733185249333632
53,534,0.32442888882312365
53,399,0.30150155124823846
54,397,0.2937146356898797
54,481,0.28075343272769687
54,399,0.27491995697344823
55,264,0.3751949154685872
55,399,0.3546652059472098
55,396,0.3455592360772561
56,396,0.2082806670723989
56,402,0.20323315697718095
56,401,0.20068522876851605
57,402,0.34093612685154306
57,399,0.28214324015080533
57,483,0.28054023183458615
58,481,0.48369357394324974
58,397,0.4538031051480536
58,399,0.4214589155711645
59,126,0.15282969407828834
59,367,0.14544632737506158
59,650,0.14370642003844902
60,397,0.33595887033711297
60,481,0.3294939876700762
60,402,0.3122926396101146
61,481,0.283368615694779
61,399,0.2787302006563311
61,396,0.25699163369777245
62,483,0.2647723147959616
62,397,0.2608122204740615
62,399,0.2423497150104866
63,397,0.18605396108211658
63,660,0.17759772516481184
63,396,0.17074316891820684
64,481,0.2662369749752303
64,399,0.2628973676690132
64,264,0.2477592929758597
65,399,0.41393235322738714
65,481,0.4127429623832428
65,397,0.38815244364640455
66,690,0.3139169406756033
66,679,0.2722506550685353
66,487,0.2637670466021356
67,402,0.40394200296565924
67,397,0.38344263732014827
67,396,0.3501012593077307
68,481,0.42579927912155113
68,397,0.41601271379658555
68,399,0.33279613927407325
69,481,0.39708974013542375
69,397,0.37343543234137455
69,399,0.3614799478964653
70,402,0.3516000791963116
70,397,0.3416288781452761
70,396,0.3251018914012158
71,481,0.32944293820359755
71,264,0.3035863714443981
71,397,0.2506768638751897
72,481,0.3601983447685857
72,399,0.34673798700567565
72,397,0.3243986056193164
73,402,0.27562565486922874
73,481,0.24697344187886924
73,397,0.23910440705497724
74,420,0.31063502114367586
74,573,0.2590405585068973
74,529,0.2577784727668159
75,397,0.33095605892466873
75,481,0.33029158634070355
75,402,0.3216931993048004
76,123,0.1863954050313953
76,111,0.1667546539400423
76,812,0.1567067566743013
77,481,0.3650311455620745
77,399,0.36456326329167316
77,397,0.32518228936937915
78,481,0.33106972879878843
78,399,0.296507582086287
78,397,0.2753439707454353
79,481,0.2748819586945224
79,397,0.27407847801287333
79,402,0.24705362428209887
80,264,0.2840492683600007
80,481,0.2520197661776009
80,397,0.24639415339322202
81,396,0.4257124674212426
81,481,0.39247735440982545
81,397,0.37773543084190897
82,401,0.16033612333426056
82,72,0.15602173546394268
82,399,0.15472706332613625
83,399,0.30009475011944303
83,401,0.2774441114979679
83,398,0.2522511615766229
84,402,0.2638188092450698
84,397,0.23869091173609847
84,585,0.23621880683250654
85,397,0.4377747014957193
85,481,0.42190774286754185
85,399,0.3955762071776095
86,399,0.2824640910351898
86,396,0.2688312690449523
86,481,0.2448263384361201
87,264,0.5218688275127489
87,538,0.4119127183644856
87,534,0.38330976709145226
88,481,0.3924025653883816
88,399,0.3407256305451494
88,397,0.3236478643629932
89,402,0.315488306931353
89,396,0.30917209942059753
89,399,0.2542868948551063
90,397,0.40866552869357753
90,481,0.39465340129470167
90,399,0.32716965882343557
91,264,0.4844467857777872
91,534,0.41169502346076525
91,265,0.39157246039329957
92,481,0.46486047479677045
92,397,0.39380457882415454
92,399,0.3715261718434242
93,481,0.3621549841875248
93,396,0.3541325401879289
93,399,0.34289945252096027
94,481,0.36481648635693537
94,397,0.2841846551865833
94,399,0.2803202969142848
95,396,0.34206814937380425
95,402,0.2941051354785518
95,399,0.2492671833839933
96,622,0.27634689480696906
96,585,0.24381526324947866
96,773,0.2228279684436521
97,852,0.2392474982615709
97,481,0.22385243343318162
97,397,0.2081481034914361
98,481,0.24218306915758223
98,483,0.21656117777473227
98,402,0.20376836028863943
99,481,0.22005703849852587
99,397,0.19795257755041692
99,849,0.18326582036569414
100,402,0.2508618804276526
100,397,0.21937122493043953
100,481,0.19027286812737543
101,481,0.4655578605473835
101,399,0.4433415742912151
101,397,0.4121427467174826
102,660,0.303481384979718
102,638,0.27707203403992364
102,757,0.272263061858416
103,405,0.30239185648995404
103,343,0.28913672730166934
103,408,0.26972747450611273
104,402,0.3092032952296233
104,396,0.2615669683743589
104,791,0.24392791681151832
105,269,0.3442416041235907
105,399,0.30970640031076235
105,398,0.29023410309774905
106,397,0.2876582798384599
106,481,0.2686224657780405
106,399,0.2404666905821788
107,399,0.20863865619377459
107,804,0.20661273195546656
107,402,0.2000472864649758
108,481,0.2927830586047284
108,397,0.2570415898382392
108,399,0.25143203964706334
109,481,0.2819602550834933
109,399,0.25194702272287006
109,397,0.2506594980234741
110,6,0.252920651733709
110,602,0.2228335342206947
110,745,0.21882699629070082
111,378,0.2202222235564555
111,6,0.21498386426449578
111,613,0.1930100805235789
112,67,0.11814357193800605
112,8,0.10080496771210609
112,6,0.09933924210381291
113,6,0.2371662076851119
113,602,0.19058582909678595
113,14,0.17774744271604817
114,748,0.3314948144476105
114,378,0.269252112532922
114,611,0.22477549012548817
115,378,0.32457333385948084
115,748,0.31476355492176367
115,14,0.2553383412248001
116,245,0.1407939201481373
116,6,0.13101559453101388
116,14,0.11669618251164914
117,610,0.12834983398335306
117,748,0.1251029975328851
117,770,0.11775652736252439
118,6,0.21235384473671115
118,145,0.18027765956273048
118,405,0.17581347940236378
